season,home_team_score,visitor_team_score,home_team.id,visitor_team.id,home_team_wins,visitor_team_wins
2018,105,93,27,9,1,0
2018,126,125,16,10,1,0
2018,116,125,3,30,0,1
2018,92,97,2,25,0,1
2018,131,123,1,18,1,0
2018,113,118,4,11,0,1
2018,107,109,15,5,0,1
2018,104,108,21,23,0,1
2018,122,115,12,18,1,0
2018,103,96,22,10,1,0
2018,118,125,20,6,0,1
2018,121,118,11,16,1,0
2018,104,111,8,29,0,1
2018,120,131,14,17,0,1
2018,109,116,26,13,0,1
2018,116,130,24,19,0,1
2018,119,117,28,25,1,0
2018,112,123,3,4,0,1
2018,161,168,1,5,0,1
2018,107,96,2,30,1,0
2018,116,102,27,21,1,0
2018,112,120,8,19,0,1
2018,81,111,7,15,0,1
2018,118,109,24,14,1,0
2018,117,88,16,3,1,0
2018,112,117,12,22,0,1
2018,93,129,6,9,0,1
2018,117,120,23,10,0,1
2018,115,111,29,17,1,0
2018,135,121,30,18,1,0
2018,99,95,21,15,1,0
2018,107,93,6,22,1,0
2018,112,107,9,28,1,0
2018,118,123,5,1,0,1
2018,128,107,13,20,1,0
2018,108,118,4,25,0,1
2018,104,115,2,11,0,1
2018,127,88,3,7,1,0
2018,114,113,16,1,1,0
2018,104,103,27,8,1,0
2018,114,105,24,17,1,0
2018,112,115,29,19,0,1
2018,115,108,26,20,1,0
2018,105,113,14,13,0,1
2018,131,120,18,21,1,0
2018,120,111,15,25,1,0
2018,95,128,10,2,0,1
2018,114,106,23,22,1,0
2018,105,96,12,5,1,0
2018,95,107,28,11,0,1
2018,99,115,14,8,0,1
2018,109,111,26,2,0,1
2018,107,96,24,20,1,0
2018,108,107,5,23,1,0
2018,104,114,19,29,0,1
2018,104,111,1,27,0,1
2018,132,123,30,7,1,0
2018,131,114,9,18,1,0
2018,84,91,4,16,0,1
2018,113,107,3,6,1,0
2018,121,129,25,21,0,1
2018,117,98,17,12,1,0
2018,104,127,19,28,0,1
2018,118,110,13,21,1,0
2018,122,105,10,8,1,0
2018,114,104,15,29,1,0
2018,111,106,22,7,1,0
2018,126,110,16,6,1,0
2018,104,112,5,9,0,1
2018,112,111,4,30,1,0
2018,107,91,11,23,1,0
2018,94,102,20,26,0,1
2018,112,114,1,3,0,1
2018,135,130,18,30,1,0
2018,107,120,14,2,0,1
2018,131,114,17,4,1,0
2018,127,120,25,24,1,0
2018,111,115,10,24,0,1
2018,121,114,27,17,1,0
2018,103,92,18,20,1,0
2018,93,94,7,11,0,1
2018,128,116,1,19,1,0
2018,106,89,23,12,1,0
2018,104,125,16,28,0,1
2018,131,108,9,5,1,0
2018,105,97,15,22,1,0
2018,126,101,6,28,1,0
2018,121,115,30,26,1,0
2018,103,75,3,9,1,0
2018,118,106,11,4,1,0
2018,89,98,29,21,0,1
2018,140,115,13,2,1,0
2018,133,107,8,18,1,0
2018,104,125,13,25,0,1
2018,105,112,7,27,0,1
2018,106,99,23,6,1,0
2018,107,123,5,14,0,1
2018,103,98,12,20,1,0
2018,113,130,19,17,0,1
2018,100,90,30,22,1,0
2018,108,74,16,9,1,0
2018,108,96,21,3,1,0
2018,132,111,1,15,1,0
2018,104,106,11,10,0,1
2018,97,114,24,29,0,1
2018,100,99,8,7,1,0
2018,120,100,29,18,1,0
2018,111,98,28,14,1,0
2018,120,91,22,6,1,0
2018,108,106,12,21,1,0
2018,126,120,2,26,1,0
2018,111,97,9,14,1,0
2018,123,114,23,26,1,0
2018,110,116,30,4,0,1
2018,98,113,16,17,0,1
2018,108,102,11,24,1,0
2018,110,122,19,25,0,1
2018,109,83,27,20,1,0
2018,128,121,13,5,1,0
2018,114,98,29,3,1,0
2018,129,120,2,1,1,0
2018,108,103,27,25,1,0
2018,102,100,8,12,1,0
2018,121,116,7,6,1,0
2018,136,138,19,24,0,1
2018,135,128,30,15,1,0
2018,88,110,21,10,0,1
2018,124,123,20,14,1,0
2018,93,75,16,4,1,0
2018,125,130,17,23,0,1
2018,110,107,9,28,1,0
2018,101,91,22,1,1,0
2018,129,102,26,5,1,0
2018,117,102,11,18,1,0
2018,119,116,13,3,1,0
2018,106,98,25,12,1,0
2018,101,116,24,5,0,1
2018,125,129,7,19,0,1
2018,111,105,27,10,1,0
2018,128,92,28,20,1,0
2018,105,114,2,8,0,1
2018,95,116,30,29,0,1
2018,126,119,6,9,1,0
2018,107,116,21,16,0,1
2018,105,121,1,11,0,1
2018,115,101,17,14,1,0
2018,107,117,18,10,0,1
2018,121,123,26,3,0,1
2018,115,109,13,12,1,0
2018,114,118,4,23,0,1
2018,105,110,27,16,0,1
2018,126,118,25,7,1,0
2018,114,123,21,28,0,1
2018,126,125,15,11,1,0
2018,119,96,22,19,1,0
2018,116,137,20,29,0,1
2018,118,115,23,2,1,0
2018,107,102,6,17,1,0
2018,126,120,5,30,1,0
2018,113,106,4,18,1,0
2018,108,113,30,8,0,1
2018,117,114,1,29,1,0
2018,112,89,10,12,1,0
2018,98,118,24,9,0,1
2018,116,100,26,7,1,0
2018,106,111,14,3,0,1
2018,116,87,17,16,1,0
2018,109,116,28,21,0,1
2018,111,105,11,27,1,0
2018,108,110,6,13,0,1
2018,123,119,22,15,1,0
2018,93,111,20,8,0,1
2018,124,117,4,2,1,0
2018,108,113,30,16,0,1
2018,129,127,1,23,1,0
2018,83,114,5,29,0,1
2018,99,112,15,18,0,1
2018,91,126,10,7,0,1
2018,117,112,25,9,1,0
2018,112,103,26,24,1,0
2018,111,106,14,26,1,0
2018,121,114,10,9,1,0
2018,96,115,2,27,0,1
2018,90,113,19,11,0,1
2018,124,88,12,8,1,0
2018,127,105,17,6,1,0
2018,113,124,20,13,0,1
2018,114,115,28,4,0,1
2018,119,98,22,23,1,0
2018,115,103,15,21,1,0
2018,125,92,29,24,1,0
2018,148,144,25,3,1,0
2018,124,106,14,30,1,0
2018,95,92,8,9,1,0
2018,121,125,7,26,0,1
2018,120,130,19,1,0,1
2018,111,122,18,13,0,1
2018,112,103,28,5,1,0
2018,99,104,16,22,0,1
2018,106,116,6,2,0,1
2018,125,116,4,27,1,0
2018,108,94,17,11,1,0
2018,107,99,21,12,1,0
2018,121,124,24,30,0,1
2018,115,100,29,14,1,0
2018,103,118,15,10,0,1
2018,98,118,5,25,0,1
2018,116,110,27,6,1,0
2018,121,118,19,26,1,0
2018,112,85,11,8,1,0
2018,128,118,17,13,1,0
2018,105,99,16,7,1,0
2018,123,110,23,3,1,0
2018,92,117,20,28,0,1
2018,115,98,9,22,1,0
2018,114,112,2,12,1,0
2018,98,118,1,25,0,1
2018,131,130,18,10,1,0
2018,105,115,21,8,0,1
2018,128,124,29,30,1,0
2018,129,115,14,4,1,0
2018,101,124,5,28,0,1
2018,115,120,24,15,0,1
2018,109,118,18,23,0,1
2018,92,100,20,16,0,1
2018,116,121,12,22,0,1
2018,99,90,9,25,1,0
2018,119,108,11,26,1,0
2018,110,96,3,2,1,0
2018,132,108,13,6,1,0
2018,136,135,1,17,1,0
2018,103,106,21,7,0,1
2018,102,130,19,14,0,1
2018,106,113,27,26,0,1
2018,90,95,8,30,0,1
2018,137,90,10,4,1,0
2018,113,96,13,15,1,0
2018,122,113,24,6,1,0
2018,122,102,7,23,1,0
2018,121,109,28,22,1,0
2018,111,102,29,4,1,0
2018,113,105,20,5,1,0
2018,121,131,3,17,0,1
2018,110,105,2,16,1,0
2018,111,102,12,9,1,0
2018,122,132,18,25,0,1
2018,119,103,21,14,1,0
2018,117,111,27,1,1,0
2018,105,130,26,11,0,1
2018,116,102,10,8,1,0
2018,103,135,13,11,0,1
2018,116,89,25,15,1,0
2018,97,118,24,29,0,1
2018,113,85,8,27,1,0
2018,108,110,7,18,0,1
2018,109,115,19,4,0,1
2018,105,115,3,28,0,1
2018,130,122,1,23,1,0
2018,114,115,30,5,0,1
2018,114,100,22,20,1,0
2018,89,108,9,12,0,1
2018,102,112,16,2,0,1
2018,117,104,26,6,1,0
2018,90,108,14,10,0,1
2018,122,128,23,17,0,1
2018,119,98,29,26,1,0
2018,117,122,13,14,0,1
2018,120,114,10,6,1,0
2018,119,110,8,25,1,0
2018,133,126,24,19,1,0
2018,112,122,7,15,0,1
2018,112,129,30,27,0,1
2018,111,109,18,16,1,0
2018,113,111,4,28,1,0
2018,149,113,22,1,1,0
2018,123,110,21,9,1,0
2018,97,117,12,2,0,1
2018,120,96,11,20,1,0
2018,128,133,17,3,0,1
2018,96,116,5,23,0,1
2018,113,109,14,29,1,0
2018,129,133,26,19,0,1
2018,115,108,25,8,1,0
2018,131,104,10,13,1,0
2018,113,110,20,30,1,0
2018,108,116,2,22,0,1
2018,115,107,17,1,1,0
2018,127,129,15,7,0,1
2018,96,108,12,3,0,1
2018,91,104,9,4,0,1
2018,126,132,18,21,0,1
2018,90,112,6,27,0,1
2018,117,109,28,16,1,0
2018,149,113,11,24,1,0
2018,103,112,19,10,0,1
2018,101,104,14,25,0,1
2018,112,111,21,11,1,0
2018,120,109,7,24,1,0
2018,100,120,18,28,0,1
2018,118,108,29,8,1,0
2018,122,99,16,23,1,0
2018,110,116,30,2,0,1
2018,97,124,6,4,0,1
2018,100,93,9,15,1,0
2018,86,96,5,20,0,1
2018,136,131,25,26,1,0
2018,99,95,8,18,1,0
2018,105,94,27,7,1,0
2018,116,127,17,21,0,1
2018,132,117,15,10,1,0
2018,143,137,13,29,1,0
2018,89,115,20,9,0,1
2018,114,122,4,22,0,1
2018,113,94,3,16,1,0
2018,134,135,1,12,0,1
2018,125,109,23,5,1,0
2018,102,111,23,3,0,1
2018,101,104,28,22,0,1
2018,121,104,10,13,1,0
2018,96,101,8,27,0,1
2018,104,99,25,21,1,0
2018,121,86,17,9,1,0
2018,84,74,2,12,1,0
2018,122,90,11,29,1,0
2018,131,135,10,13,0,1
2018,145,123,23,3,1,0
2018,114,105,8,27,1,0
2018,114,94,25,21,1,0
2018,111,82,28,22,1,0
2018,120,99,17,9,1,0
2018,99,91,2,12,1,0
2018,118,98,11,29,1,0
2018,115,131,3,23,0,1
2018,105,132,13,10,0,1
2018,118,108,27,8,1,0
2018,93,98,22,28,0,1
2018,120,108,21,25,1,0
2018,96,104,12,2,0,1
2018,101,104,29,11,0,1
2018,103,117,27,8,0,1
2018,108,112,3,23,0,1
2018,103,119,9,17,0,1
2018,105,113,13,10,0,1
2018,85,107,22,28,0,1
2018,106,110,12,2,0,1
2018,98,111,21,25,0,1
2018,107,91,29,11,1,0
2018,104,127,9,17,0,1
2018,108,90,8,27,1,0
2018,118,115,25,21,1,0
2018,115,96,28,22,1,0
2018,122,100,23,3,1,0
2018,121,129,10,13,0,1
2018,100,93,11,29,1,0
2018,120,103,27,8,1,0
2018,110,129,13,10,0,1
2018,90,86,8,27,1,0
2018,108,95,28,23,1,0
2018,90,112,17,2,0,1
2018,104,100,10,11,1,0
2018,121,113,8,25,1,0
2018,89,94,28,23,0,1
2018,115,109,10,11,1,0
2018,123,102,17,2,1,0
2018,90,97,8,25,0,1
2018,116,95,23,28,1,0
2018,116,123,2,17,0,1
2018,140,137,25,8,1,0
2018,126,121,11,10,1,0
2018,96,101,23,28,0,1
2018,112,116,25,8,0,1
2018,101,113,2,17,0,1
2018,112,108,11,10,1,0
2018,125,89,28,23,1,0
2018,124,98,8,25,1,0
2018,116,91,17,2,1,0
2018,104,99,10,11,1,0
2018,112,101,23,28,1,0
2018,119,108,25,8,1,0
2018,113,118,11,10,0,1
2018,96,100,8,25,0,1
2018,92,90,28,23,1,0
2018,116,94,10,25,1,0
2018,108,100,17,28,1,0
2018,114,111,10,25,1,0
2018,125,103,17,28,1,0
2018,99,110,25,10,0,1
2018,118,112,28,17,1,0
2018,117,119,25,10,0,1
2018,120,102,28,17,1,0
2018,99,105,17,28,0,1
2018,100,94,28,17,1,0
2018,118,109,28,10,1,0
2018,104,109,28,10,0,1
2018,109,123,10,28,0,1
2018,92,105,10,28,0,1
2018,105,106,28,10,0,1
2018,110,114,10,28,0,1
2019,130,122,28,19,1,0
2019,112,102,13,14,1,0
2019,100,95,29,21,1,0
2019,124,95,24,26,1,0
2019,100,108,25,8,0,1
2019,120,111,27,20,1,0
2019,108,100,7,30,1,0
2019,120,101,16,15,1,0
2019,126,127,3,18,0,1
2019,94,85,22,6,1,0
2019,110,119,12,9,0,1
2019,126,125,4,5,1,0
2019,107,93,23,2,1,0
2019,100,117,9,1,0,1
2019,111,117,11,17,0,1
2019,122,141,10,13,0,1
2019,108,107,8,24,1,0
2019,95,86,14,29,1,0
2019,112,122,26,25,0,1
2019,116,123,19,7,0,1
2019,113,109,3,20,1,0
2019,102,110,15,5,0,1
2019,112,106,2,28,1,0
2019,99,121,4,18,0,1
2019,85,97,21,30,0,1
2019,130,122,24,13,1,0
2019,124,122,27,30,1,0
2019,126,123,11,19,1,0
2019,84,108,5,28,0,1
2019,113,81,29,26,1,0
2019,95,118,20,2,0,1
2019,103,99,1,22,1,0
2019,111,117,9,23,0,1
2019,126,131,17,16,0,1
2019,110,99,6,12,1,0
2019,120,92,21,10,1,0
2019,134,133,15,3,1,0
2019,119,121,7,25,0,1
2019,116,109,18,16,1,0
2019,120,101,14,4,1,0
2019,111,96,13,4,1,0
2019,94,101,26,8,0,1
2019,113,110,27,25,1,0
2019,123,134,19,10,0,1
2019,95,96,24,29,0,1
2019,116,112,11,21,1,0
2019,104,95,28,22,1,0
2019,103,105,1,23,0,1
2019,105,98,20,5,1,0
2019,96,94,9,12,1,0
2019,129,112,17,6,1,0
2019,112,97,16,1,1,0
2019,106,109,8,7,0,1
2019,120,91,14,15,1,0
2019,110,121,10,24,0,1
2019,111,118,26,4,0,1
2019,110,96,29,13,1,0
2019,99,102,21,25,0,1
2019,158,159,30,11,0,1
2019,108,118,3,12,0,1
2019,116,105,2,17,1,0
2019,117,95,23,18,1,0
2019,95,83,22,20,1,0
2019,117,111,6,5,1,0
2019,125,113,28,9,1,0
2019,97,106,1,16,0,1
2019,122,107,19,8,1,0
2019,103,97,13,27,1,0
2019,110,119,7,14,0,1
2019,102,101,26,29,1,0
2019,112,106,5,9,1,0
2019,110,127,10,27,0,1
2019,91,123,22,17,0,1
2019,102,95,12,6,1,0
2019,123,116,3,11,1,0
2019,104,102,2,20,1,0
2019,115,104,21,19,1,0
2019,113,109,9,3,1,0
2019,87,91,22,8,0,1
2019,109,131,30,18,0,1
2019,105,114,15,24,0,1
2019,115,105,17,28,1,0
2019,87,93,10,4,0,1
2019,128,129,25,23,0,1
2019,111,131,6,7,0,1
2019,96,103,27,14,0,1
2019,105,94,13,29,1,0
2019,129,100,16,11,1,0
2019,108,95,12,5,1,0
2019,92,113,20,26,0,1
2019,115,99,30,9,1,0
2019,135,125,3,19,1,0
2019,100,107,15,11,0,1
2019,106,134,18,17,0,1
2019,114,109,24,23,1,0
2019,127,118,10,25,1,0
2019,109,89,8,16,1,0
2019,102,94,21,22,1,0
2019,122,120,4,12,1,0
2019,108,100,1,27,1,0
2019,113,119,6,2,0,1
2019,112,118,5,14,0,1
2019,107,106,7,22,1,0
2019,106,104,29,23,1,0
2019,137,121,15,18,1,0
2019,124,129,13,17,0,1
2019,124,120,28,26,1,0
2019,122,102,9,20,1,0
2019,129,112,11,10,1,0
2019,93,113,1,5,0,1
2019,121,106,12,30,1,0
2019,108,124,24,16,0,1
2019,87,108,4,2,0,1
2019,121,112,27,21,1,0
2019,107,101,13,25,1,0
2019,95,80,14,16,1,0
2019,115,119,25,3,0,1
2019,103,100,29,17,1,0
2019,100,97,8,23,1,0
2019,102,106,7,20,0,1
2019,112,106,12,9,1,0
2019,125,119,18,10,1,0
2019,109,121,1,26,0,1
2019,100,113,30,6,0,1
2019,118,86,22,15,1,0
2019,104,122,19,28,0,1
2019,115,135,27,2,0,1
2019,114,108,21,10,1,0
2019,122,138,15,7,0,1
2019,94,117,5,11,0,1
2019,110,115,4,19,0,1
2019,102,109,22,12,0,1
2019,114,106,23,4,1,0
2019,119,121,21,17,0,1
2019,87,108,20,6,0,1
2019,138,112,24,3,1,0
2019,124,113,25,1,1,0
2019,104,113,14,28,0,1
2019,98,100,18,8,0,1
2019,98,88,13,28,1,0
2019,108,122,10,29,0,1
2019,116,122,19,11,0,1
2019,116,106,2,7,1,0
2019,114,120,9,18,0,1
2019,109,113,27,15,0,1
2019,111,85,12,21,1,0
2019,98,97,23,6,1,0
2019,117,108,16,9,1,0
2019,120,102,5,20,1,0
2019,121,125,8,1,0,1
2019,115,123,24,14,0,1
2019,119,114,29,3,1,0
2019,107,99,26,25,1,0
2019,106,114,25,28,0,1
2019,120,94,14,10,1,0
2019,111,114,18,27,0,1
2019,102,93,11,13,1,0
2019,112,97,22,23,1,0
2019,117,119,4,15,0,1
2019,140,133,2,30,1,0
2019,97,108,6,16,0,1
2019,106,103,20,7,1,0
2019,124,115,17,5,1,0
2019,132,127,19,13,1,0
2019,128,112,24,1,1,0
2019,101,93,8,3,1,0
2019,99,97,14,26,1,0
2019,100,105,10,2,0,1
2019,127,119,21,23,1,0
2019,116,137,18,30,0,1
2019,111,102,11,12,1,0
2019,109,106,4,9,1,0
2019,107,106,15,29,1,0
2019,111,109,22,27,1,0
2019,111,117,5,3,0,1
2019,83,102,12,17,0,1
2019,102,103,20,4,0,1
2019,109,94,16,19,1,0
2019,105,125,18,11,0,1
2019,110,102,7,28,1,0
2019,116,121,27,25,0,1
2019,150,101,13,1,1,0
2019,122,101,14,1,1,0
2019,114,131,15,8,0,1
2019,108,100,19,10,1,0
2019,100,99,26,2,1,0
2019,95,114,6,23,0,1
2019,125,121,22,30,1,0
2019,123,105,20,6,1,0
2019,86,115,3,12,0,1
2019,132,96,28,4,1,0
2019,101,115,5,17,0,1
2019,132,108,11,25,1,0
2019,117,110,7,27,1,0
2019,85,99,24,2,0,1
2019,102,112,29,18,0,1
2019,90,88,13,21,1,0
2019,95,114,15,10,0,1
2019,112,107,14,21,1,0
2019,120,116,26,24,1,0
2019,115,104,19,25,1,0
2019,107,104,13,2,1,0
2019,105,95,8,11,1,0
2019,95,103,18,29,0,1
2019,109,89,5,9,1,0
2019,142,94,7,10,1,0
2019,109,104,23,20,1,0
2019,124,100,16,6,1,0
2019,101,91,3,4,1,0
2019,127,135,1,17,0,1
2019,138,132,30,27,1,0
2019,113,97,28,22,1,0
2019,121,124,24,19,0,1
2019,137,129,17,25,1,0
2019,122,119,13,11,1,0
2019,113,109,29,10,1,0
2019,96,92,8,2,1,0
2019,143,101,7,6,1,0
2019,108,116,5,16,0,1
2019,115,104,23,27,1,0
2019,116,97,3,26,1,0
2019,125,118,30,4,1,0
2019,127,130,21,14,0,1
2019,128,103,9,1,1,0
2019,110,104,6,25,1,0
2019,128,120,29,19,1,0
2019,104,90,17,9,1,0
2019,108,109,15,14,0,1
2019,104,111,20,27,0,1
2019,116,119,1,28,0,1
2019,113,86,23,16,1,0
2019,98,100,18,24,0,1
2019,111,106,12,22,1,0
2019,115,116,4,5,0,1
2019,123,137,11,7,0,1
2019,101,103,20,3,0,1
2019,106,113,30,26,0,1
2019,116,104,8,24,1,0
2019,134,109,13,19,1,0
2019,97,100,10,21,0,1
2019,104,114,27,14,0,1
2019,122,118,17,29,1,0
2019,101,96,28,23,1,0
2019,94,117,5,25,0,1
2019,103,102,2,26,1,0
2019,113,125,1,18,0,1
2019,126,114,12,15,1,0
2019,103,88,9,22,1,0
2019,106,108,6,3,0,1
2019,117,100,16,4,1,0
2019,99,114,7,13,0,1
2019,117,104,8,30,1,0
2019,101,113,27,18,0,1
2019,104,90,10,5,1,0
2019,136,119,25,21,1,0
2019,110,114,19,14,0,1
2019,132,140,24,30,0,1
2019,119,121,15,13,0,1
2019,111,102,17,1,1,0
2019,121,110,2,3,1,0
2019,126,98,28,20,1,0
2019,97,91,23,26,1,0
2019,121,102,12,29,1,0
2019,104,116,6,22,0,1
2019,102,101,4,9,1,0
2019,117,108,11,16,1,0
2019,125,103,14,30,1,0
2019,107,103,25,5,1,0
2019,113,120,24,7,0,1
2019,107,97,27,13,1,0
2019,109,104,21,19,1,0
2019,94,103,15,29,0,1
2019,95,101,20,23,0,1
2019,110,119,6,17,0,1
2019,83,90,22,28,0,1
2019,107,110,9,4,0,1
2019,112,107,3,2,1,0
2019,122,105,16,10,1,0
2019,105,104,12,1,1,0
2019,137,96,17,4,1,0
2019,100,97,26,8,1,0
2019,119,116,23,12,1,0
2019,158,111,11,1,1,0
2019,100,96,22,10,1,0
2019,150,125,13,30,1,0
2019,132,98,9,27,1,0
2019,130,110,28,29,1,0
2019,104,107,19,21,0,1
2019,106,109,3,16,0,1
2019,100,114,14,7,0,1
2019,107,115,18,15,0,1
2019,104,113,20,2,0,1
2019,104,109,4,24,0,1
2019,103,94,23,29,1,0
2019,104,79,1,10,1,0
2019,104,117,15,12,0,1
2019,132,88,17,20,1,0
2019,106,113,26,5,0,1
2019,117,97,13,25,1,0
2019,97,118,19,7,0,1
2019,96,105,8,14,0,1
2019,120,127,30,22,0,1
2019,94,127,6,9,0,1
2019,110,121,28,16,0,1
2019,135,133,27,11,1,0
2019,106,91,4,10,1,0
2019,103,127,9,17,0,1
2019,128,114,22,24,1,0
2019,118,130,1,3,0,1
2019,112,93,2,16,1,0
2019,106,99,5,15,1,0
2019,100,107,21,12,0,1
2019,121,114,7,18,1,0
2019,96,121,29,14,0,1
2019,127,116,25,26,1,0
2019,132,139,19,24,0,1
2019,109,119,28,11,0,1
2019,119,113,30,23,1,0
2019,92,129,20,8,0,1
2019,104,111,4,3,0,1
2019,87,93,6,22,0,1
2019,108,101,9,12,1,0
2019,108,95,2,8,1,0
2019,112,103,16,30,1,0
2019,98,100,5,10,0,1
2019,139,127,21,18,1,0
2019,119,91,17,13,1,0
2019,105,104,27,26,1,0
2019,113,136,25,14,0,1
2019,126,112,29,15,1,0
2019,115,109,11,24,1,0
2019,103,104,20,12,0,1
2019,130,84,7,19,1,0
2019,141,94,23,6,1,0
2019,105,102,3,8,1,0
2019,107,122,4,1,0,1
2019,110,105,16,5,1,0
2019,110,104,23,28,1,0
2019,119,135,30,13,0,1
2019,106,110,7,26,0,1
2019,96,108,25,21,0,1
2019,142,125,14,18,1,0
2019,102,110,10,15,0,1
2019,90,104,29,21,0,1
2019,125,109,24,18,1,0
2019,103,105,19,9,0,1
2019,110,101,17,22,1,0
2019,92,93,5,28,0,1
2019,110,88,2,6,1,0
2019,99,110,12,13,0,1
2019,118,119,11,26,0,1
2019,114,107,4,30,1,0
2019,97,92,23,8,1,0
2019,135,121,16,1,1,0
2019,115,87,25,20,1,0
2019,94,93,26,21,1,0
2019,127,112,17,19,1,0
2019,108,115,24,15,0,1
2019,116,127,18,29,0,1
2019,122,124,10,20,0,1
2019,108,113,3,4,0,1
2019,92,112,28,13,0,1
2019,87,96,22,14,0,1
2019,122,117,12,2,1,0
2019,110,116,6,11,0,1
2019,136,102,5,1,1,0
2019,109,117,27,6,0,1
2019,111,122,9,7,0,1
2019,114,99,8,25,1,0
2019,109,115,2,23,0,1
2019,114,106,29,10,1,0
2019,101,103,26,20,0,1
2019,117,124,18,13,0,1
2019,114,127,15,17,0,1
2019,116,109,23,19,1,0
2019,110,113,16,14,0,1
2019,100,110,1,12,0,1
2019,107,130,22,11,0,1
2019,73,83,5,4,0,1
2019,107,115,11,9,0,1
2019,110,102,8,21,1,0
2019,125,108,17,6,1,0
2019,119,121,24,27,0,1
2019,128,111,15,30,1,0
2019,109,106,5,13,1,0
2019,110,102,28,3,1,0
2019,118,122,7,16,0,1
2019,119,130,19,22,0,1
2019,107,85,12,4,1,0
2019,96,101,1,14,0,1
2019,109,89,3,23,1,0
2019,111,105,8,20,1,0
2019,79,100,10,26,0,1
2019,110,111,24,25,0,1
2019,109,106,21,5,1,0
2019,116,120,17,7,0,1
2019,109,107,11,27,1,0
2019,133,113,28,6,1,0
2019,119,133,9,30,0,1
2019,118,111,15,16,1,0
2019,110,102,4,26,1,0
2019,105,102,12,14,1,0
2019,143,120,20,1,1,0
2019,101,108,19,3,0,1
2019,109,102,29,22,1,0
2019,120,99,13,24,1,0
2019,122,112,25,10,1,0
2019,103,109,7,2,0,1
2019,113,104,8,22,1,0
2019,126,122,21,15,1,0
2019,99,112,9,28,0,1
2019,104,108,23,16,0,1
2019,109,110,30,5,0,1
2019,100,98,6,4,1,0
2019,99,107,18,19,0,1
2019,106,111,1,29,0,1
2019,111,104,17,14,1,0
2019,118,105,27,3,1,0
2019,117,122,13,11,0,1
2019,106,102,10,19,1,0
2019,118,103,25,22,1,0
2019,126,108,21,24,1,0
2019,98,117,23,7,0,1
2019,109,100,8,18,1,0
2019,122,118,28,30,1,0
2019,114,93,2,9,1,0
2019,119,105,12,26,1,0
2019,114,107,6,15,1,0
2019,129,114,16,20,1,0
2019,122,112,3,1,1,0
2019,107,119,9,5,0,1
2019,125,108,23,30,1,0
2019,102,123,20,17,0,1
2019,119,115,15,26,1,0
2019,109,134,27,13,0,1
2019,125,139,24,11,0,1
2019,113,106,25,18,1,0
2019,107,114,4,29,0,1
2019,104,128,14,8,0,1
2019,118,112,21,13,1,0
2019,119,93,2,4,1,0
2019,110,107,28,7,1,0
2019,117,89,17,12,1,0
2019,121,118,6,1,1,0
2019,109,125,9,23,0,1
2019,120,115,12,28,1,0
2019,115,121,20,30,0,1
2019,103,95,22,5,1,0
2019,107,104,16,29,1,0
2019,115,145,15,27,0,1
2019,111,113,24,8,0,1
2019,94,102,25,19,0,1
2019,104,113,26,11,0,1
2019,113,104,10,18,1,0
2019,100,112,8,19,0,1
2019,106,111,14,13,0,1
2019,102,118,28,2,0,1
2019,121,109,23,17,1,0
2019,116,104,10,11,1,0
2019,132,102,9,30,1,0
2019,82,94,3,20,0,1
2019,97,110,21,15,0,1
2019,102,98,7,27,1,0
2019,104,105,26,18,0,1
2019,121,115,29,25,1,0
2019,105,96,10,24,1,0
2019,113,112,16,12,1,0
2019,102,104,4,21,0,1
2019,98,97,22,23,1,0
2019,86,112,1,17,0,1
2019,129,117,2,6,1,0
2019,107,120,13,29,0,1
2019,120,128,25,14,0,1
2019,110,112,26,24,0,1
2019,121,141,10,7,0,1
2019,136,109,27,9,1,0
2019,111,100,17,22,1,0
2019,119,110,8,15,1,0
2019,108,98,11,3,1,0
2019,116,81,5,1,1,0
2019,100,107,30,20,0,1
2019,117,116,16,23,1,0
2019,120,98,19,12,1,0
2019,97,113,2,28,0,1
2019,88,94,18,6,0,1
2019,97,98,28,21,0,1
2019,127,112,19,11,1,0
2019,108,95,14,7,1,0
2019,117,104,15,4,1,0
2019,120,115,8,26,1,0
2019,93,101,22,1,0,1
2019,123,105,30,16,1,0
2019,102,123,5,17,0,1
2019,122,115,18,3,1,0
2019,104,81,29,9,1,0
2019,116,122,25,24,0,1
2019,130,104,11,8,1,0
2019,106,101,21,7,1,0
2019,117,113,27,10,1,0
2019,117,97,28,6,1,0
2019,115,97,12,23,1,0
2019,87,105,26,13,0,1
2019,92,109,4,2,0,1
2019,101,122,30,22,0,1
2019,117,93,20,25,1,0
2019,106,104,17,18,1,0
2019,117,107,14,24,1,0
2019,103,109,27,21,0,1
2019,123,111,7,3,1,0
2019,99,84,18,10,1,0
2019,126,112,13,9,1,0
2019,98,102,5,29,0,1
2019,106,109,6,4,0,1
2019,116,124,12,8,0,1
2019,84,76,16,28,1,0
2019,128,123,26,15,1,0
2019,103,122,30,25,0,1
2019,118,108,11,23,1,0
2019,120,112,24,20,1,0
2019,123,113,14,19,1,0
2019,105,85,22,16,1,0
2019,109,106,2,1,1,0
2019,104,111,5,2,0,1
2019,115,117,26,19,0,1
2019,104,111,10,9,0,1
2019,127,118,17,27,1,0
2019,120,123,7,4,0,1
2019,128,114,30,8,1,0
2019,116,111,1,12,1,0
2019,114,140,13,15,0,1
2019,106,121,6,21,0,1
2019,96,109,22,29,0,1
