id,date,season,status,period,time,postseason,home_team_score,visitor_team_score,home_team.id,home_team.city,home_team.full_name,visitor_team.id,visitor_team.city,visitor_team.full_name,home_team_wins,visitor_team_wins
1,2018-10-16,2018,Final,4, ,False,105,87,2,Boston,Boston Celtics,23,Philadelphia,Philadelphia 76ers,1,0
2,2018-10-16,2018,Final,4, ,False,108,100,10,Golden State,Golden State Warriors,21,Oklahoma City,Oklahoma City Thunder,1,0
3,2018-10-17,2018,Final,4, ,False,112,113,4,Charlotte,Charlotte Hornets,17,Milwaukee,Milwaukee Bucks,0,1
4,2018-10-17,2018,Final,4, ,False,103,100,9,Detroit,Detroit Pistons,3,Brooklyn,Brooklyn Nets,1,0
5,2018-10-17,2018,Final,4, ,False,111,83,12,Indiana,Indiana Pacers,15,Memphis,Memphis Grizzlies,1,0
6,2018-10-17,2018,Final,4, ,False,104,101,22,Orlando,Orlando Magic,16,Miami,Miami Heat,1,0
7,2018-10-17,2018,Final,4, ,False,126,107,20,New York,New York Knicks,1,Atlanta,Atlanta Hawks,1,0
8,2018-10-17,2018,Final,4, ,False,116,104,28,Toronto,Toronto Raptors,6,Cleveland,Cleveland Cavaliers,1,0
9,2018-10-17,2018,Final,4, ,False,112,131,11,Houston,Houston Rockets,19,New Orleans,New Orleans Pelicans,0,1
10,2018-10-17,2018,Final,4, ,False,112,108,27,San Antonio,San Antonio Spurs,18,Minnesota,Minnesota Timberwolves,1,0
11,2018-10-17,2018,Final,4, ,False,117,123,26,Sacramento,Sacramento Kings,29,Utah,Utah Jazz,0,1
12,2018-10-17,2018,Final,4, ,False,98,107,13,LA,LA Clippers,8,Denver,Denver Nuggets,0,1
13,2018-10-17,2018,Final,4, ,False,121,100,24,Phoenix,Phoenix Suns,7,Dallas,Dallas Mavericks,1,0
16,2018-10-18,2018,Final,4, ,False,128,119,25,Portland,Portland Trail Blazers,14,Los Angeles,Los Angeles Lakers,1,0
15,2018-10-18,2018,Final,4, ,False,112,113,30,Washington,Washington Wizards,16,Miami,Miami Heat,0,1
14,2018-10-18,2018,Final,4, ,False,127,108,23,Philadelphia,Philadelphia 76ers,5,Chicago,Chicago Bulls,1,0
17,2018-10-19,2018,Final,4, ,False,88,120,22,Orlando,Orlando Magic,4,Charlotte,Charlotte Hornets,0,1
18,2018-10-19,2018,Final,4, ,False,107,105,3,Brooklyn,Brooklyn Nets,20,New York,New York Knicks,1,0
19,2018-10-19,2018,Final,4, ,False,113,101,28,Toronto,Toronto Raptors,2,Boston,Boston Celtics,1,0
20,2018-10-19,2018,Final,4, ,False,131,123,18,Minnesota,Minnesota Timberwolves,6,Cleveland,Cleveland Cavaliers,1,0
21,2018-10-19,2018,Final,4, ,False,149,129,19,New Orleans,New Orleans Pelicans,26,Sacramento,Sacramento Kings,1,0
22,2018-10-19,2018,Final,4, ,False,118,101,17,Milwaukee,Milwaukee Bucks,12,Indiana,Indiana Pacers,1,0
23,2018-10-19,2018,Final,4, ,False,123,124,29,Utah,Utah Jazz,10,Golden State,Golden State Warriors,0,1
24,2018-10-19,2018,Final,4, ,False,131,117,15,Memphis,Memphis Grizzlies,1,Atlanta,Atlanta Hawks,1,0
25,2018-10-19,2018,Final,4, ,False,108,92,13,LA,LA Clippers,21,Oklahoma City,Oklahoma City Thunder,1,0
35,2018-10-20,2018,Final,4, ,False,115,124,14,Los Angeles,Los Angeles Lakers,11,Houston,Houston Rockets,0,1
34,2018-10-20,2018,Final,4, ,False,121,108,25,Portland,Portland Trail Blazers,27,San Antonio,San Antonio Spurs,1,0
33,2018-10-20,2018,Final,4, ,False,119,91,8,Denver,Denver Nuggets,24,Phoenix,Phoenix Suns,1,0
32,2018-10-20,2018,Final,4, ,False,140,136,7,Dallas,Dallas Mavericks,18,Minnesota,Minnesota Timberwolves,1,0
31,2018-10-20,2018,Final,4, ,False,116,118,5,Chicago,Chicago Bulls,9,Detroit,Detroit Pistons,0,1
28,2018-10-20,2018,Final,4, ,False,101,103,20,New York,New York Knicks,2,Boston,Boston Celtics,0,1
29,2018-10-20,2018,Final,4, ,False,116,115,23,Philadelphia,Philadelphia 76ers,22,Orlando,Orlando Magic,1,0
27,2018-10-20,2018,Final,4, ,False,113,117,30,Washington,Washington Wizards,28,Toronto,Toronto Raptors,0,1
26,2018-10-20,2018,Final,4, ,False,132,112,12,Indiana,Indiana Pacers,3,Brooklyn,Brooklyn Nets,1,0
30,2018-10-20,2018,Final,4, ,False,112,113,16,Miami,Miami Heat,4,Charlotte,Charlotte Hornets,0,1
36,2018-10-21,2018,Final,4, ,False,111,133,6,Cleveland,Cleveland Cavaliers,1,Atlanta,Atlanta Hawks,0,1
37,2018-10-21,2018,Final,4, ,False,120,131,21,Oklahoma City,Oklahoma City Thunder,26,Sacramento,Sacramento Kings,0,1
38,2018-10-21,2018,Final,4, ,False,100,98,8,Denver,Denver Nuggets,10,Golden State,Golden State Warriors,1,0
39,2018-10-21,2018,Final,4, ,False,115,112,13,LA,LA Clippers,11,Houston,Houston Rockets,1,0
48,2018-10-22,2018,Final,4, ,False,142,143,14,Los Angeles,Los Angeles Lakers,27,San Antonio,San Antonio Spurs,0,1
47,2018-10-22,2018,Final,4, ,False,123,103,10,Golden State,Golden State Warriors,24,Phoenix,Phoenix Suns,1,0
46,2018-10-22,2018,Final,4, ,False,124,125,25,Portland,Portland Trail Blazers,30,Washington,Washington Wizards,0,1
45,2018-10-22,2018,Final,4, ,False,84,92,29,Utah,Utah Jazz,15,Memphis,Memphis Grizzlies,0,1
44,2018-10-22,2018,Final,4, ,False,115,109,7,Dallas,Dallas Mavericks,5,Chicago,Chicago Bulls,1,0
42,2018-10-22,2018,Final,4, ,False,124,113,17,Milwaukee,Milwaukee Bucks,20,New York,New York Knicks,1,0
41,2018-10-22,2018,Final,4, ,False,127,106,28,Toronto,Toronto Raptors,4,Charlotte,Charlotte Hornets,1,0
40,2018-10-22,2018,Final,4, ,False,90,93,2,Boston,Boston Celtics,22,Orlando,Orlando Magic,0,1
43,2018-10-22,2018,Final,4, ,False,101,91,18,Minnesota,Minnesota Timberwolves,12,Indiana,Indiana Pacers,1,0
49,2018-10-23,2018,Final,4, ,False,133,132,9,Detroit,Detroit Pistons,23,Philadelphia,Philadelphia 76ers,1,0
50,2018-10-23,2018,Final,4, ,False,116,109,19,New Orleans,New Orleans Pelicans,13,LA,LA Clippers,1,0
51,2018-10-23,2018,Final,4, ,False,126,112,8,Denver,Denver Nuggets,26,Sacramento,Sacramento Kings,1,0
58,2018-10-24,2018,Final,4, ,False,96,116,27,San Antonio,San Antonio Spurs,12,Indiana,Indiana Pacers,0,1
62,2018-10-24,2018,Final,4, ,False,144,122,10,Golden State,Golden State Warriors,30,Washington,Washington Wizards,1,0
61,2018-10-24,2018,Final,4, ,False,97,92,26,Sacramento,Sacramento Kings,15,Memphis,Memphis Grizzlies,1,0
59,2018-10-24,2018,Final,4, ,False,123,108,17,Milwaukee,Milwaukee Bucks,23,Philadelphia,Philadelphia 76ers,1,0
57,2018-10-24,2018,Final,4, ,False,89,100,11,Houston,Houston Rockets,29,Utah,Utah Jazz,0,1
60,2018-10-24,2018,Final,4, ,False,113,131,24,Phoenix,Phoenix Suns,14,Los Angeles,Los Angeles Lakers,0,1
55,2018-10-24,2018,Final,4, ,False,112,105,28,Toronto,Toronto Raptors,18,Minnesota,Minnesota Timberwolves,1,0
54,2018-10-24,2018,Final,4, ,False,110,87,16,Miami,Miami Heat,20,New York,New York Knicks,1,0
56,2018-10-24,2018,Final,4, ,False,112,110,5,Chicago,Chicago Bulls,4,Charlotte,Charlotte Hornets,1,0
53,2018-10-24,2018,Final,4, ,False,86,102,6,Cleveland,Cleveland Cavaliers,3,Brooklyn,Brooklyn Nets,0,1
52,2018-10-24,2018,Final,4, ,False,111,104,1,Atlanta,Atlanta Hawks,7,Dallas,Dallas Mavericks,1,0
63,2018-10-25,2018,Final,4, ,False,110,103,9,Detroit,Detroit Pistons,6,Cleveland,Cleveland Cavaliers,1,0
64,2018-10-25,2018,Final,4, ,False,114,128,22,Orlando,Orlando Magic,25,Portland,Portland Trail Blazers,0,1
65,2018-10-25,2018,Final,4, ,False,95,101,21,Oklahoma City,Oklahoma City Thunder,2,Boston,Boston Celtics,0,1
66,2018-10-25,2018,Final,4, ,False,121,114,14,Los Angeles,Los Angeles Lakers,8,Denver,Denver Nuggets,1,0
73,2018-10-26,2018,Final,4, ,False,116,112,26,Sacramento,Sacramento Kings,30,Washington,Washington Wizards,1,0
72,2018-10-26,2018,Final,4, ,False,117,115,19,New Orleans,New Orleans Pelicans,3,Brooklyn,Brooklyn Nets,1,0
71,2018-10-26,2018,Final,4, ,False,95,125,18,Minnesota,Minnesota Timberwolves,17,Milwaukee,Milwaukee Bucks,0,1
67,2018-10-26,2018,Final,4, ,False,135,106,4,Charlotte,Charlotte Hornets,5,Chicago,Chicago Bulls,1,0
69,2018-10-26,2018,Final,4, ,False,116,107,28,Toronto,Toronto Raptors,7,Dallas,Dallas Mavericks,1,0
68,2018-10-26,2018,Final,4, ,False,100,128,20,New York,New York Knicks,10,Golden State,Golden State Warriors,0,1
70,2018-10-26,2018,Final,4, ,False,113,133,11,Houston,Houston Rockets,13,LA,LA Clippers,0,1
80,2018-10-27,2018,Final,4, ,False,117,96,15,Memphis,Memphis Grizzlies,24,Phoenix,Phoenix Suns,1,0
82,2018-10-27,2018,Final,4, ,False,110,106,27,San Antonio,San Antonio Spurs,14,Los Angeles,Los Angeles Lakers,1,0
81,2018-10-27,2018,Final,4, ,False,113,91,17,Milwaukee,Milwaukee Bucks,22,Orlando,Orlando Magic,1,0
79,2018-10-27,2018,Final,4, ,False,120,111,16,Miami,Miami Heat,25,Portland,Portland Trail Blazers,1,0
74,2018-10-27,2018,Final,4, ,False,89,109,9,Detroit,Detroit Pistons,2,Boston,Boston Celtics,0,1
77,2018-10-27,2018,Final,4, ,False,85,97,1,Atlanta,Atlanta Hawks,5,Chicago,Chicago Bulls,0,1
76,2018-10-27,2018,Final,4, ,False,107,119,6,Cleveland,Cleveland Cavaliers,12,Indiana,Indiana Pacers,0,1
75,2018-10-27,2018,Final,4, ,False,111,132,19,New Orleans,New Orleans Pelicans,29,Utah,Utah Jazz,0,1
78,2018-10-27,2018,Final,4, ,False,105,103,23,Philadelphia,Philadelphia 76ers,4,Charlotte,Charlotte Hornets,1,0
83,2018-10-28,2018,Final,4, ,False,104,113,7,Dallas,Dallas Mavericks,29,Utah,Utah Jazz,0,1
84,2018-10-28,2018,Final,4, ,False,114,120,3,Brooklyn,Brooklyn Nets,10,Golden State,Golden State Warriors,0,1
85,2018-10-28,2018,Final,4, ,False,117,110,21,Oklahoma City,Oklahoma City Thunder,24,Phoenix,Phoenix Suns,1,0
86,2018-10-28,2018,Final,4, ,False,136,104,13,LA,LA Clippers,30,Washington,Washington Wizards,1,0
95,2018-10-29,2018,Final,4, ,False,116,111,8,Denver,Denver Nuggets,19,New Orleans,New Orleans Pelicans,1,0
94,2018-10-29,2018,Final,4, ,False,113,108,27,San Antonio,San Antonio Spurs,7,Dallas,Dallas Mavericks,1,0
93,2018-10-29,2018,Final,4, ,False,124,120,18,Minnesota,Minnesota Timberwolves,14,Los Angeles,Los Angeles Lakers,1,0
92,2018-10-29,2018,Final,4, ,False,124,109,17,Milwaukee,Milwaukee Bucks,28,Toronto,Toronto Raptors,1,0
89,2018-10-29,2018,Final,4, ,False,113,123,16,Miami,Miami Heat,26,Sacramento,Sacramento Kings,0,1
90,2018-10-29,2018,Final,4, ,False,115,96,20,New York,New York Knicks,3,Brooklyn,Brooklyn Nets,1,0
88,2018-10-29,2018,Final,4, ,False,113,92,23,Philadelphia,Philadelphia 76ers,1,Atlanta,Atlanta Hawks,1,0
87,2018-10-29,2018,Final,4, ,False,93,103,12,Indiana,Indiana Pacers,25,Portland,Portland Trail Blazers,0,1
91,2018-10-29,2018,Final,4, ,False,124,149,5,Chicago,Chicago Bulls,10,Golden State,Golden State Warriors,0,1
96,2018-10-30,2018,Final,4, ,False,125,113,4,Charlotte,Charlotte Hornets,16,Miami,Miami Heat,1,0
97,2018-10-30,2018,Final,4, ,False,136,114,6,Cleveland,Cleveland Cavaliers,1,Atlanta,Atlanta Hawks,1,0
98,2018-10-30,2018,Final,4, ,False,99,107,22,Orlando,Orlando Magic,26,Sacramento,Sacramento Kings,0,1
99,2018-10-30,2018,Final,4, ,False,108,105,2,Boston,Boston Celtics,9,Detroit,Detroit Pistons,1,0
100,2018-10-30,2018,Final,4, ,False,129,112,28,Toronto,Toronto Raptors,23,Philadelphia,Philadelphia 76ers,1,0
101,2018-10-30,2018,Final,4, ,False,85,104,11,Houston,Houston Rockets,25,Portland,Portland Trail Blazers,0,1
102,2018-10-30,2018,Final,4, ,False,107,95,15,Memphis,Memphis Grizzlies,30,Washington,Washington Wizards,1,0
103,2018-10-30,2018,Final,4, ,False,128,110,21,Oklahoma City,Oklahoma City Thunder,13,LA,LA Clippers,1,0
110,2018-10-31,2018,Final,4, ,False,90,120,24,Phoenix,Phoenix Suns,27,San Antonio,San Antonio Spurs,0,1
109,2018-10-31,2018,Final,4, ,False,114,113,14,Los Angeles,Los Angeles Lakers,7,Dallas,Dallas Mavericks,1,0
108,2018-10-31,2018,Final,4, ,False,131,121,10,Golden State,Golden State Warriors,19,New Orleans,New Orleans Pelicans,1,0
106,2018-10-31,2018,Final,4, ,False,107,108,5,Chicago,Chicago Bulls,8,Denver,Denver Nuggets,0,1
105,2018-10-31,2018,Final,4, ,False,101,107,20,New York,New York Knicks,12,Indiana,Indiana Pacers,0,1
104,2018-10-31,2018,Final,4, ,False,120,119,3,Brooklyn,Brooklyn Nets,9,Detroit,Detroit Pistons,1,0
107,2018-10-31,2018,Final,4, ,False,128,125,18,Minnesota,Minnesota Timberwolves,29,Utah,Utah Jazz,1,0
111,2018-11-01,2018,Final,4, ,False,107,111,4,Charlotte,Charlotte Hornets,21,Oklahoma City,Oklahoma City Thunder,0,1
112,2018-11-01,2018,Final,4, ,False,91,110,6,Cleveland,Cleveland Cavaliers,8,Denver,Denver Nuggets,0,1
113,2018-11-01,2018,Final,4, ,False,122,113,23,Philadelphia,Philadelphia 76ers,13,LA,LA Clippers,1,0
114,2018-11-01,2018,Final,4, ,False,115,146,1,Atlanta,Atlanta Hawks,26,Sacramento,Sacramento Kings,0,1
115,2018-11-01,2018,Final,4, ,False,117,113,2,Boston,Boston Celtics,17,Milwaukee,Milwaukee Bucks,1,0
116,2018-11-01,2018,Final,4, ,False,132,119,25,Portland,Portland Trail Blazers,19,New Orleans,New Orleans Pelicans,1,0
122,2018-11-02,2018,Final,4, ,False,100,110,29,Utah,Utah Jazz,15,Memphis,Memphis Grizzlies,0,1
124,2018-11-02,2018,Final,4, ,False,116,99,10,Golden State,Golden State Warriors,18,Minnesota,Minnesota Timberwolves,1,0
123,2018-11-02,2018,Final,4, ,False,98,107,24,Phoenix,Phoenix Suns,28,Toronto,Toronto Raptors,0,1
121,2018-11-02,2018,Final,4, ,False,106,118,7,Dallas,Dallas Mavericks,20,New York,New York Knicks,0,1
118,2018-11-02,2018,Final,4, ,False,95,120,22,Orlando,Orlando Magic,13,LA,LA Clippers,0,1
119,2018-11-02,2018,Final,4, ,False,111,119,3,Brooklyn,Brooklyn Nets,11,Houston,Houston Rockets,0,1
120,2018-11-02,2018,Final,4, ,False,105,107,5,Chicago,Chicago Bulls,12,Indiana,Indiana Pacers,0,1
117,2018-11-02,2018,Final,4, ,False,111,134,30,Washington,Washington Wizards,21,Oklahoma City,Oklahoma City Thunder,0,1
125,2018-11-03,2018,Final,4, ,False,109,99,23,Philadelphia,Philadelphia 76ers,9,Detroit,Detroit Pistons,1,0
126,2018-11-03,2018,Final,4, ,False,126,94,4,Charlotte,Charlotte Hornets,6,Cleveland,Cleveland Cavaliers,1,0
127,2018-11-03,2018,Final,4, ,False,102,101,12,Indiana,Indiana Pacers,2,Boston,Boston Celtics,1,0
128,2018-11-03,2018,Final,4, ,False,123,118,1,Atlanta,Atlanta Hawks,16,Miami,Miami Heat,1,0
129,2018-11-03,2018,Final,4, ,False,109,95,27,San Antonio,San Antonio Spurs,19,New Orleans,New Orleans Pelicans,1,0
130,2018-11-03,2018,Final,4, ,False,88,96,5,Chicago,Chicago Bulls,11,Houston,Houston Rockets,0,1
131,2018-11-03,2018,Final,4, ,False,103,88,8,Denver,Denver Nuggets,29,Utah,Utah Jazz,1,0
132,2018-11-03,2018,Final,4, ,False,110,114,25,Portland,Portland Trail Blazers,14,Los Angeles,Los Angeles Lakers,0,1
139,2018-11-04,2018,Final,4, ,False,111,81,25,Portland,Portland Trail Blazers,18,Minnesota,Minnesota Timberwolves,1,0
138,2018-11-04,2018,Final,4, ,False,107,121,14,Los Angeles,Los Angeles Lakers,28,Toronto,Toronto Raptors,0,1
137,2018-11-04,2018,Final,4, ,False,102,100,24,Phoenix,Phoenix Suns,15,Memphis,Memphis Grizzlies,1,0
133,2018-11-04,2018,Final,4, ,False,144,109,17,Milwaukee,Milwaukee Bucks,26,Sacramento,Sacramento Kings,1,0
135,2018-11-04,2018,Final,4, ,False,108,95,30,Washington,Washington Wizards,20,New York,New York Knicks,1,0
134,2018-11-04,2018,Final,4, ,False,122,97,3,Brooklyn,Brooklyn Nets,23,Philadelphia,Philadelphia 76ers,1,0
136,2018-11-04,2018,Final,4, ,False,110,117,27,San Antonio,San Antonio Spurs,22,Orlando,Orlando Magic,0,1
155,2018-11-05,2018,Final,4, ,False,120,109,13,LA,LA Clippers,18,Minnesota,Minnesota Timberwolves,1,0
180,2018-11-05,2018,Final,4, ,False,111,124,29,Utah,Utah Jazz,28,Toronto,Toronto Raptors,0,1
181,2018-11-05,2018,Final,4, ,False,117,101,10,Golden State,Golden State Warriors,15,Memphis,Memphis Grizzlies,1,0
169,2018-11-05,2018,Final,4, ,False,115,107,8,Denver,Denver Nuggets,2,Boston,Boston Celtics,1,0
154,2018-11-05,2018,Final,4, ,False,115,120,9,Detroit,Detroit Pistons,16,Miami,Miami Heat,0,1
161,2018-11-05,2018,Final,4, ,False,102,100,22,Orlando,Orlando Magic,6,Cleveland,Cleveland Cavaliers,1,0
141,2018-11-05,2018,Final,4, ,False,115,116,20,New York,New York Knicks,5,Chicago,Chicago Bulls,0,1
142,2018-11-05,2018,Final,4, ,False,122,116,21,Oklahoma City,Oklahoma City Thunder,19,New Orleans,New Orleans Pelicans,1,0
140,2018-11-05,2018,Final,4, ,False,94,98,12,Indiana,Indiana Pacers,11,Houston,Houston Rockets,0,1
182,2018-11-06,2018,Final,4, ,False,113,102,4,Charlotte,Charlotte Hornets,1,Atlanta,Atlanta Hawks,1,0
183,2018-11-06,2018,Final,4, ,False,119,100,7,Dallas,Dallas Mavericks,30,Washington,Washington Wizards,1,0
143,2018-11-06,2018,Final,4, ,False,118,103,25,Portland,Portland Trail Blazers,17,Milwaukee,Milwaukee Bucks,1,0
156,2018-11-06,2018,Final,4, ,False,82,104,24,Phoenix,Phoenix Suns,3,Brooklyn,Brooklyn Nets,0,1
145,2018-11-07,2018,Final,4, ,False,117,102,29,Utah,Utah Jazz,7,Dallas,Dallas Mavericks,1,0
170,2018-11-07,2018,Final,4, ,False,89,87,15,Memphis,Memphis Grizzlies,8,Denver,Denver Nuggets,1,0
184,2018-11-07,2018,Final,4, ,False,96,103,22,Orlando,Orlando Magic,9,Detroit,Detroit Pistons,0,1
185,2018-11-07,2018,Final,4, ,False,95,88,16,Miami,Miami Heat,27,San Antonio,San Antonio Spurs,1,0
186,2018-11-07,2018,Final,4, ,False,94,100,12,Indiana,Indiana Pacers,23,Philadelphia,Philadelphia 76ers,0,1
162,2018-11-07,2018,Final,4, ,False,107,98,19,New Orleans,New Orleans Pelicans,5,Chicago,Chicago Bulls,1,0
146,2018-11-07,2018,Final,4, ,False,105,114,26,Sacramento,Sacramento Kings,28,Toronto,Toronto Raptors,0,1
157,2018-11-07,2018,Final,4, ,False,107,112,1,Atlanta,Atlanta Hawks,20,New York,New York Knicks,0,1
147,2018-11-07,2018,Final,4, ,False,114,110,14,Los Angeles,Los Angeles Lakers,18,Minnesota,Minnesota Timberwolves,1,0
144,2018-11-07,2018,Final,4, ,False,86,95,6,Cleveland,Cleveland Cavaliers,21,Oklahoma City,Oklahoma City Thunder,0,1
188,2018-11-08,2018,Final,4, ,False,111,134,10,Golden State,Golden State Warriors,17,Milwaukee,Milwaukee Bucks,0,1
158,2018-11-08,2018,Final,4, ,False,98,80,21,Oklahoma City,Oklahoma City Thunder,11,Houston,Houston Rockets,1,0
187,2018-11-08,2018,Final,4, ,False,116,105,25,Portland,Portland Trail Blazers,13,LA,LA Clippers,1,0
171,2018-11-08,2018,Final,4, ,False,109,116,24,Phoenix,Phoenix Suns,2,Boston,Boston Celtics,0,1
148,2018-11-09,2018,Final,4, ,False,123,115,29,Utah,Utah Jazz,2,Boston,Boston Celtics,1,0
172,2018-11-09,2018,Final,4, ,False,109,124,1,Atlanta,Atlanta Hawks,9,Detroit,Detroit Pistons,0,1
189,2018-11-09,2018,Final,4, ,False,117,108,22,Orlando,Orlando Magic,30,Washington,Washington Wizards,1,0
159,2018-11-09,2018,Final,4, ,False,102,110,16,Miami,Miami Heat,12,Indiana,Indiana Pacers,0,1
191,2018-11-09,2018,Final,4, ,False,121,110,26,Sacramento,Sacramento Kings,18,Minnesota,Minnesota Timberwolves,1,0
190,2018-11-09,2018,Final,4, ,False,133,132,23,Philadelphia,Philadelphia 76ers,4,Charlotte,Charlotte Hornets,1,0
163,2018-11-09,2018,Final,4, ,False,110,112,8,Denver,Denver Nuggets,3,Brooklyn,Brooklyn Nets,0,1
194,2018-11-10,2018,Final,4, ,False,96,89,27,San Antonio,San Antonio Spurs,11,Houston,Houston Rockets,1,0
193,2018-11-10,2018,Final,4, ,False,99,98,5,Chicago,Chicago Bulls,6,Cleveland,Cleveland Cavaliers,1,0
192,2018-11-10,2018,Final,4, ,False,110,116,16,Miami,Miami Heat,30,Washington,Washington Wizards,0,1
173,2018-11-10,2018,Final,4, ,False,128,126,13,LA,LA Clippers,17,Milwaukee,Milwaukee Bucks,1,0
160,2018-11-10,2018,Final,4, ,False,112,106,15,Memphis,Memphis Grizzlies,23,Philadelphia,Philadelphia 76ers,1,0
174,2018-11-10,2018,Final,4, ,False,86,101,26,Sacramento,Sacramento Kings,14,Los Angeles,Los Angeles Lakers,0,1
165,2018-11-10,2018,Final,4, ,False,116,100,10,Golden State,Golden State Warriors,3,Brooklyn,Brooklyn Nets,1,0
164,2018-11-10,2018,Final,4, ,False,128,112,28,Toronto,Toronto Raptors,20,New York,New York Knicks,1,0
149,2018-11-10,2018,Final,4, ,False,119,99,19,New Orleans,New Orleans Pelicans,24,Phoenix,Phoenix Suns,1,0
150,2018-11-10,2018,Final,4, ,False,111,96,7,Dallas,Dallas Mavericks,21,Oklahoma City,Oklahoma City Thunder,1,0
175,2018-11-11,2018,Final,4, ,False,103,113,9,Detroit,Detroit Pistons,4,Charlotte,Charlotte Hornets,0,1
197,2018-11-11,2018,Final,4, ,False,100,94,25,Portland,Portland Trail Blazers,2,Boston,Boston Celtics,1,0
196,2018-11-11,2018,Final,4, ,False,114,121,8,Denver,Denver Nuggets,17,Milwaukee,Milwaukee Bucks,0,1
195,2018-11-11,2018,Final,4, ,False,115,103,11,Houston,Houston Rockets,12,Indiana,Indiana Pacers,1,0
166,2018-11-11,2018,Final,4, ,False,107,106,14,Los Angeles,Los Angeles Lakers,1,Atlanta,Atlanta Hawks,1,0
151,2018-11-11,2018,Final,4, ,False,89,115,20,New York,New York Knicks,22,Orlando,Orlando Magic,0,1
198,2018-11-12,2018,Final,4, ,False,117,109,30,Washington,Washington Wizards,22,Orlando,Orlando Magic,1,0
176,2018-11-12,2018,Final,4, ,False,110,126,28,Toronto,Toronto Raptors,19,New Orleans,New Orleans Pelicans,0,1
177,2018-11-12,2018,Final,4, ,False,121,116,13,LA,LA Clippers,10,Golden State,Golden State Warriors,1,0
199,2018-11-12,2018,Final,4, ,False,114,124,16,Miami,Miami Heat,23,Philadelphia,Philadelphia 76ers,0,1
167,2018-11-12,2018,Final,4, ,False,120,113,18,Minnesota,Minnesota Timberwolves,3,Brooklyn,Brooklyn Nets,1,0
202,2018-11-12,2018,Final,4, ,False,104,99,26,Sacramento,Sacramento Kings,27,San Antonio,San Antonio Spurs,1,0
201,2018-11-12,2018,Final,4, ,False,118,101,21,Oklahoma City,Oklahoma City Thunder,24,Phoenix,Phoenix Suns,1,0
152,2018-11-12,2018,Final,4, ,False,98,103,5,Chicago,Chicago Bulls,7,Dallas,Dallas Mavericks,0,1
200,2018-11-12,2018,Final,4, ,False,88,96,15,Memphis,Memphis Grizzlies,29,Utah,Utah Jazz,0,1
203,2018-11-13,2018,Final,4, ,False,113,89,6,Cleveland,Cleveland Cavaliers,4,Charlotte,Charlotte Hornets,1,0
204,2018-11-13,2018,Final,4, ,False,99,109,8,Denver,Denver Nuggets,11,Houston,Houston Rockets,0,1
178,2018-11-13,2018,Final,4, ,False,110,103,10,Golden State,Golden State Warriors,1,Atlanta,Atlanta Hawks,1,0
168,2018-11-14,2018,Final,4, ,False,107,100,18,Minnesota,Minnesota Timberwolves,19,New Orleans,New Orleans Pelicans,1,0
212,2018-11-14,2018,Final,4, ,False,126,117,14,Los Angeles,Los Angeles Lakers,25,Portland,Portland Trail Blazers,1,0
211,2018-11-14,2018,Final,4, ,False,116,96,24,Phoenix,Phoenix Suns,27,San Antonio,San Antonio Spurs,1,0
179,2018-11-14,2018,Final,4, ,False,111,82,2,Boston,Boston Celtics,5,Chicago,Chicago Bulls,1,0
209,2018-11-14,2018,Final,4, ,False,118,68,7,Dallas,Dallas Mavericks,29,Utah,Utah Jazz,1,0
208,2018-11-14,2018,Final,4, ,False,104,106,28,Toronto,Toronto Raptors,9,Detroit,Detroit Pistons,0,1
210,2018-11-14,2018,Final,4, ,False,113,116,17,Milwaukee,Milwaukee Bucks,15,Memphis,Memphis Grizzlies,0,1
206,2018-11-14,2018,Final,4, ,False,119,95,30,Washington,Washington Wizards,6,Cleveland,Cleveland Cavaliers,1,0
205,2018-11-14,2018,Final,4, ,False,111,106,22,Orlando,Orlando Magic,23,Philadelphia,Philadelphia 76ers,1,0
153,2018-11-14,2018,Final,4, ,False,128,103,21,Oklahoma City,Oklahoma City Thunder,20,New York,New York Knicks,1,0
207,2018-11-14,2018,Final,4, ,False,107,120,3,Brooklyn,Brooklyn Nets,16,Miami,Miami Heat,0,1
213,2018-11-15,2018,Final,4, ,False,107,86,11,Houston,Houston Rockets,10,Golden State,Golden State Warriors,1,0
214,2018-11-15,2018,Final,4, ,False,138,93,8,Denver,Denver Nuggets,1,Atlanta,Atlanta Hawks,1,0
215,2018-11-15,2018,Final,4, ,False,116,111,13,LA,LA Clippers,27,San Antonio,San Antonio Spurs,1,0
223,2018-11-16,2018,Final,4, ,False,123,104,17,Milwaukee,Milwaukee Bucks,5,Chicago,Chicago Bulls,1,0
222,2018-11-16,2018,Final,4, ,False,129,124,19,New Orleans,New Orleans Pelicans,20,New York,New York Knicks,1,0
221,2018-11-16,2018,Final,4, ,False,112,96,18,Minnesota,Minnesota Timberwolves,25,Portland,Portland Trail Blazers,1,0
220,2018-11-16,2018,Final,4, ,False,112,104,15,Memphis,Memphis Grizzlies,26,Sacramento,Sacramento Kings,1,0
218,2018-11-16,2018,Final,4, ,False,113,107,23,Philadelphia,Philadelphia 76ers,29,Utah,Utah Jazz,1,0
217,2018-11-16,2018,Final,4, ,False,99,91,12,Indiana,Indiana Pacers,16,Miami,Miami Heat,1,0
216,2018-11-16,2018,Final,4, ,False,123,116,2,Boston,Boston Celtics,28,Toronto,Toronto Raptors,1,0
